,keyword,importance,total_importance
1701,"carvana, silverrock warranty, warranty, 7day trial, car shop",0.4623-0.4146-0.3985-0.3981-0.3412,2.01
1702,"delays, deposit, delayed, vehicle, reservation",0.382-0.3636-0.3452-0.3258-0.2955,1.71
1703,"poor customer service, customer service, set appointment, reschedule, appointment",0.4531-0.4321-0.4298-0.4132-0.388,2.12
1704,"carvana experience, carvana, delivery fee, poor customer service, bank",0.484-0.4513-0.3644-0.3579-0.3136,1.97
1705,"silverrock warranty, original silverrock warranty, warranty, refund, carvana",0.4815-0.4768-0.3743-0.3732-0.3466,2.05
1706,"advertised dates, delivery dates, 50k car, transportation delay, transportation delay messages",0.4545-0.4271-0.356-0.3554-0.3539,1.95
1707,"rescheduled, reimbursement, insurance, delivery, order",0.4717-0.3477-0.2987-0.2816-0.2486,1.65
1708,"license plates, license plate, supervisor callbacks, call, plates",0.4425-0.4381-0.3837-0.3274-0.3247,1.92
1709,"carvana, delivery time, delivery date, vehicle, delivery",0.4169-0.3984-0.3852-0.3757-0.3487,1.92
1710,"financing, house financing, car, delivery, account",0.3602-0.3359-0.2394-0.1992-0.1752,1.31
1711,"point inspection, inspection, area, cars, point",0.5861-0.5411-0.4539-0.2302-0.1551,1.97
1712,"jeep cherokee trailhawk, jeep cherokee, jeep, rust damage, repair",0.5569-0.5437-0.475-0.3711-0.2955,2.24
1713,"warrant company, super disappointing customer support, customer support, full warrant, car carvana",0.5363-0.4904-0.4855-0.4706-0.3635,2.35
1714,"registration, vehicle, carvana, dmv, car",0.5287-0.3667-0.3055-0.2971-0.2958,1.79
1715,"approval letter, approved, carvana, approval, financing",0.381-0.3679-0.3629-0.3391-0.327,1.78
1716,"broken air filter casing rust, vehicle carvana, inspection, air filter, squeaking noise",0.6071-0.4251-0.4051-0.3793-0.3619,2.18
1717,"1st car damages, 370z nismo, 1st car, damages, 2nd vehicle",0.4354-0.4021-0.3001-0.2963-0.2916,1.73
1718,"easy car buying process, car buying process, car buying, easy car, buying process",0.7316-0.633-0.5314-0.4693-0.4426,2.81
1719,"documents, great original offer, original offer, coversations, contact",0.4308-0.3727-0.3709-0.3635-0.305,1.84
1720,"3rd party lienholder, rescheduled, delivery, van, deception",0.4301-0.4099-0.3617-0.2908-0.2868,1.78
1721,"murano, email update, * * * * * * murano, vehicle carvana, car carvana",0.4503-0.4004-0.3909-0.3667-0.3145,1.92
1722,"car weeks, 31st, dec., december, 26th",0.4401-0.4361-0.4355-0.4285-0.3917,2.13
1723,"carvana, credit check, worth 40k scam alert, car blue, scam alert",0.5281-0.4299-0.424-0.3539-0.336,2.07
1724,"vehicle purchase, entire vehicle purchase process online, vehicle history report, damaged vehicle, rental fleet",0.494-0.4478-0.3743-0.3613-0.3514,2.03
1725,"insurance, insurance company, car, purchase, title",0.4099-0.4099-0.3356-0.2676-0.2461,1.67
1726,"carvana, approved, future, better future, goals",0.5506-0.5152-0.2708-0.2697-0.2415,1.85
1727,"third party silverock repair company, repair shops, customer service, buying, carvana",0.53-0.4247-0.3836-0.3715-0.3672,2.08
1728,"finance company, car dealerships, bridgecrest, dealerships, delays",0.3537-0.3515-0.3426-0.3182-0.3106,1.68
1729,"car carvana, insurance, carvana, carvana online, mechanic shop",0.4306-0.3664-0.365-0.3493-0.3163,1.83
1730,"carvana, car, return period, day return period, vin",0.3723-0.3089-0.302-0.2938-0.2932,1.57
1731,"vehicle carvana, carvana, vehicle insurance, vehicle, purchasing",0.5323-0.4188-0.3904-0.3318-0.3287,2.0
1732,"different car, days return, arizona, car garage, deliver",0.329-0.3124-0.3077-0.2876-0.2651,1.5
1733,"scam, insurance, affiliate, scheduling delivery, company",0.4846-0.3842-0.3678-0.2938-0.2899,1.82
1734,"delivery date, deliver, delivery, cancel, car",0.4911-0.4433-0.4332-0.3419-0.2707,1.98
1735,"warranty department, warranty, delivery, deliver, time delivery",0.4696-0.4328-0.3816-0.3722-0.3641,2.02
1736,"salvage title, clean title car, salvage, clean title, contact",0.5117-0.4916-0.4475-0.3763-0.3158,2.14
1737,"car online, carvana, refund, legal obligation, payment",0.4092-0.3245-0.3173-0.3126-0.2933,1.66
1738,"downpayment, carvana trade, financing, car carvana, payments",0.5322-0.459-0.4198-0.4085-0.4019,2.22
1739,"carvana purchasing paperwork, carvana customer rep, carvana customer, carvanas business practices, car buying experience hassle",0.6102-0.5948-0.5622-0.5352-0.5103,2.81
1740,"receipt, tracking number, caravan, call, plate",0.358-0.3158-0.3003-0.2964-0.2925,1.56
1741,"scam operation, paint repairs, scam, warranty, day warranty",0.4762-0.4729-0.442-0.4011-0.3922,2.18
1742,"carvana listing, carvana, delivery, delivered, vehicle",0.4757-0.4314-0.3758-0.3512-0.3217,1.96
1743,"car needs, wrong car, cars, car, wasted time",0.4772-0.4003-0.383-0.3815-0.263,1.9
1744,"inspection, customer service agents, vehicle carvana, customer service agent, van",0.3676-0.3641-0.3502-0.3411-0.3019,1.72
1745,"carvana, original appraisal, appraisal, appraisal process, original window sticker",0.4409-0.4375-0.4022-0.3826-0.3553,2.02
1746,"vehicle purchase, transportation delay, original delivery date, new delivery date, delivery date set",0.4923-0.4566-0.4383-0.4348-0.4204,2.24
1747,"carvana carvana, carvana, dealerships, income, monthly income",0.4534-0.4378-0.3931-0.329-0.288,1.9
1748,"audi q5, local audi dealership, audi, worst experience, prepurchase inspection",0.3947-0.3727-0.369-0.3676-0.3673,1.87
1749,"audi q7, purchase carvana, audi, carvana, car title",0.6037-0.5794-0.5372-0.4587-0.4131,2.59
1750,"blind spot monitor malfunction, inspection, blind spot monitoring, appointment, horrible customer service",0.5328-0.4702-0.4296-0.3296-0.3248,2.09
1751,"vehicle purchase, vehicle purchase agreement, car buying, car buying experience, car carvana",0.5653-0.5522-0.5355-0.5162-0.472,2.64
1752,"* * * * * silverado, trucks undercarriage, delivery truck, truck, carvana",0.4155-0.4017-0.3632-0.3503-0.3283,1.86
1753,"warranty, experience, vehicle, second vehicle, first vehicle",0.2928-0.2553-0.2491-0.249-0.2484,1.29
1754,"carvana, registration, extended tag, registration process, shopping",0.4399-0.4374-0.3908-0.371-0.2938,1.93
1755,"purchase process, delivery, carvana, dealership, initial purchase process",0.375-0.3613-0.3479-0.3428-0.3401,1.77
1756,"carvana, sleazy car salesman experience, car salesman, vehicle, lemon",0.5373-0.3994-0.357-0.3339-0.2885,1.92
1757,"military id, active duty service member, soldiers civil relief act, new drivers license, current drivers license",0.4704-0.4413-0.4375-0.3526-0.3445,2.05
1758,"delivery delays, delivery dates, time delivery, delays, random date changes",0.5885-0.4975-0.4819-0.434-0.3853,2.39
1759,"carvana, * * * * * accord, awful company, car, transportation issue",0.4847-0.4206-0.4189-0.3229-0.3045,1.95
1760,"vehicle carvana, purchase vehicle, 3rd row seat, carvana rep, carvana",0.5433-0.4931-0.4878-0.4506-0.4322,2.41
1761,"worst customer service, horrible customer service, absolute worst customer service, horrible horrible horrible customer service, horrible customer",0.6704-0.6619-0.6618-0.6324-0.5776,3.2
1762,"carvana, pushback, car days, real person, direct questions",0.2558-0.2299-0.2279-0.1986-0.1951,1.11
1763,"payment, vehicle, balance, entire balance, verify",0.3858-0.2979-0.2772-0.251-0.242,1.45
1764,"car buying, car selling, delaware vehicle tax credit, purchase process, full equity",0.5214-0.473-0.3942-0.3758-0.3523,2.12
1765,"point inspection buyer beware, inspection, advertised damage, point inspection, complete safety issue",0.4886-0.4317-0.3934-0.3675-0.3547,2.04
1766,"car carvana, carvana, registration, got car, filing lawsuits",0.4863-0.365-0.3153-0.2957-0.2704,1.73
1767,"carvana, car, delivery date, cars, delivery",0.592-0.3553-0.3481-0.3273-0.3217,1.94
1768,"appointment, showed, show, email, call",0.5738-0.2872-0.2679-0.2075-0.1996,1.54
1769,"fraudulent liars, fraudulent, inspection, car, lie",0.4706-0.4026-0.3615-0.3505-0.3322,1.92
1770,"rescheduled, delivery, horrible service, horrible experience, car",0.4725-0.4178-0.3683-0.2759-0.2669,1.8
1771,"bank carvana, car carvana, carvana vehicle, downpayment, carvana",0.5132-0.4145-0.4056-0.3788-0.3571,2.07
1772,"dream car, repair facility, sun roof, vehicle, repair",0.429-0.3855-0.3622-0.3478-0.3292,1.85
1773,"carvana, appraisal, selling, sell, false advertisement",0.4427-0.4325-0.3636-0.3583-0.3369,1.93
1774,"car loan, disgraceful dealership, truck fix, factory warranty, car carvana",0.3977-0.3902-0.3773-0.3653-0.3548,1.89
1775,"online applications process, temporary operating plates, temporary operating plate, applications process, applications",0.5686-0.4869-0.4684-0.3866-0.3264,2.24
1776,"car delivery, carvana, way carvana, rental car, mileage discrepancy",0.4681-0.4143-0.3739-0.3728-0.3656,1.99
1777,"new payoff balance, loan payment, new payoff statement, payoff, payment",0.5377-0.4928-0.4331-0.4257-0.4201,2.31
1778,"delivery, work, last, last minute, times",0.4317-0.1651-0.1536-0.1366-0.1296,1.02
1779,"reschedule, inspection center, inspection, * * * inspection, transfer truck",0.4348-0.3727-0.3643-0.3547-0.3092,1.84
1780,"test drive, inspection, used car, vehicle, got car",0.3578-0.3377-0.32-0.3182-0.3067,1.64
1781,"mileage, sales paperwork, registration plate, paperwork, registration",0.4434-0.4084-0.3741-0.3234-0.3221,1.87
1782,"delivery date, delivery, travel expenses, unprofessional, terrible company",0.4036-0.3584-0.3453-0.3251-0.3102,1.74
1783,"shipping issue, insurance, suv, customer service, customer service agent",0.4289-0.4029-0.3468-0.3103-0.2947,1.78
1784,"vehicle carvana, file claim, tow company, tow services, vehicle",0.4399-0.4314-0.382-0.3783-0.3739,2.01
1785,"paperwork, customer service rep today, temporary plates, contract agreement, new plate",0.3179-0.2813-0.2806-0.2741-0.2654,1.42
1786,"ferry, delivery date, free shipping, shipping, carvana",0.3858-0.3597-0.3571-0.3546-0.338,1.8
1787,"big scammers, scammers, car everyone, car, pay",0.6734-0.6352-0.2519-0.2214-0.2092,1.99
1788,"disabled veteran plates, nevada dmv, vehicle purchase, disabled plates, vehicle carvana",0.525-0.5218-0.5111-0.4932-0.4561,2.51
1789,"fake phone numbers, chatbots, zero stars, junk vehicles, avoid",0.4887-0.4027-0.3854-0.3604-0.3456,1.98
1790,"worst car buying experience, car buying experience, carvana care, worst car buying, carvana",0.5005-0.4781-0.4334-0.4264-0.4246,2.26
1791,"cancel, car selling, call, insurance, zero stars",0.3788-0.352-0.3412-0.3108-0.2723,1.66
1792,"scammy company, scammy, delivery excuse, delivery problem, insurance policy",0.5128-0.4263-0.3791-0.3788-0.327,2.02
1793,"worst car buying experience, worst car buying, worst dealership, car buying experience, gmc yukon",0.577-0.4836-0.4682-0.4566-0.3848,2.37
1794,"vehicle carvana, purchase vehicle, carvana app, carvana, carvana * * * *",0.6286-0.5227-0.4976-0.4873-0.462,2.6
1795,"cash checking facilities, worst customer service, business check, checks, customer service",0.5961-0.5914-0.5671-0.48-0.4393,2.67
1796,"deliver, car, cashiers check, pick date, vehicle",0.3366-0.289-0.2727-0.2711-0.2693,1.44
1797,"illegal plates, total scam, scam, plates, temporary tags",0.5165-0.4169-0.4072-0.355-0.3475,2.04
1798,"day delivery, smog, trust, inspection, delivery",0.3267-0.3247-0.3177-0.278-0.2716,1.52
1799,"new check, lender, transaction, delayed, insurance proof",0.4049-0.3643-0.3223-0.2735-0.2721,1.64
1800,"carvana, registration, third party, registration fees, plates",0.4796-0.4066-0.3688-0.3598-0.3363,1.95
1801,"vehicle arrived, schedule delivery, delivery day, swap vehicle, firm delivery date",0.4153-0.3843-0.3757-0.3657-0.3544,1.9
1802,"vehicle carvana, inspection, 90point inspection, replacement car, * * * inspection",0.4227-0.4045-0.3952-0.3742-0.3525,1.95
1803,"temporary tags, car carvana, temporary tag, day warranty, warranty",0.3381-0.3129-0.2958-0.2957-0.2844,1.53
1804,"title bureau, conversion loan, refinance, loan, bank",0.4603-0.4092-0.3848-0.3643-0.3497,1.97
1805,"car delivery, mustang, carvana, rental car, car rentals",0.4874-0.4512-0.4181-0.4159-0.3865,2.16
1806,"carvana delivery, car carvana, carvana, rural address, la",0.5447-0.4861-0.4307-0.373-0.3472,2.18
1807,"purchase vehicle, vehicle carvana, wrong vehicle, car vending machines, vehicle",0.511-0.4959-0.3935-0.3806-0.3798,2.16
1808,"temporary tag, second temporary tag, september, vehicle, waiting",0.3595-0.3315-0.2664-0.2642-0.2467,1.47
1809,"worst company, company, dealership, carvana, car",0.5211-0.3116-0.3073-0.2865-0.2781,1.7
1810,"fraud, return vehicle, unprofessional, multiple state lawsuits, inspection",0.3062-0.2951-0.2942-0.2865-0.2715,1.45
1811,"delays, vehicle, car, horrible, buying",0.6627-0.3026-0.2572-0.2311-0.2052,1.66
1812,"worst car experience, worst car, car, a-, complains",0.5998-0.4902-0.3362-0.269-0.2662,1.96
1813,"warranty provider silverrock, third party warranties, dealer, third party warranty, dealers",0.4897-0.4627-0.4493-0.4471-0.4332,2.28
1814,"inspection, conventional car dealers, vehicle carvana, cadillac, cadillac cts",0.4117-0.3881-0.3742-0.3732-0.3704,1.92
1815,"delivery date, car carvana, rescheduled, day delivery, carvana",0.453-0.4488-0.3976-0.3927-0.38,2.07
1816,"correct address, wrong address, address, temporary tags, tags",0.5213-0.5202-0.3681-0.3388-0.3024,2.05
1817,"delivery day, new delivery date, arizona poa, delivery, delivery location",0.3511-0.3351-0.3325-0.3253-0.3245,1.67
1818,"car service, second car, repair shops, dealership, car dealership",0.3419-0.3401-0.3369-0.3356-0.3312,1.69
1819,"delayed, car purchase, delay, second scheduled time, different states",0.3324-0.3129-0.2682-0.2616-0.2535,1.43
1820,"land rover lr2, bs warranty, land rover, guarantee, scam",0.3514-0.3498-0.3381-0.3259-0.3255,1.69
1821,"carvana standards, delete ca accounts, carvana, dealership, local dealership",0.5184-0.4245-0.4184-0.4002-0.3812,2.14
1822,"license plates, uber, warranty service, insurance, day coverage",0.4109-0.3763-0.2871-0.2721-0.2593,1.61
1823,"unrealistic price quote, carvana application, lease, car dealer, used car dealer",0.3998-0.3992-0.3814-0.3798-0.3574,1.92
1824,"vehicle carvana, delay delivery, jeep cherokee, customer support, carvana",0.4368-0.3747-0.3513-0.3353-0.3242,1.82
1825,"worst car purchase experience, car purchase, pre - existing damage, damage, worst car",0.5426-0.4449-0.3532-0.3298-0.3244,1.99
1826,"purchase agreement, registration nightmare, financing, rebuild, registration",0.4062-0.3885-0.366-0.3016-0.293,1.76
1827,"carvana, carvanathey, person car salesman, car salesman, stars",0.5268-0.4888-0.404-0.3973-0.3777,2.19
1828,"car carvana, calls carvana, carvana, everyone carvana, dealership",0.5957-0.5531-0.5164-0.4472-0.4177,2.53
1829,"carvana lied, carvana, purchase process, vehicle, car",0.5012-0.4362-0.3416-0.2925-0.2734,1.84
1830,"delivery issues, kia * * * * *, kia * * * * * *, kia * * * *, delivery date",0.4772-0.3998-0.3995-0.3972-0.3861,2.06
1831,"delivery date, delivery, rescheduled, dealership, car dealership",0.472-0.3851-0.3556-0.3542-0.321,1.89
1832,"support ticket, carvana, wrong truck color, original delivery day, wrong truck",0.3451-0.3259-0.3072-0.3042-0.3035,1.59
1833,"delayed, delivery, waiting, car, email",0.4187-0.3646-0.3437-0.2879-0.2776,1.69
1834,"carvana offers, carvana, carvava, scam, scams",0.7592-0.609-0.5967-0.4055-0.3811,2.75
1835,"inspection, carvana states, point inspection, carvana, second car",0.4616-0.4268-0.4207-0.3851-0.3483,2.04
1836,"registration, state records, carvana, used truck, void registration form",0.3488-0.3305-0.3256-0.3218-0.3204,1.65
1837,"worse experience ever!4 weeks, call, instant transmission issues, issues, hour callback",0.3866-0.3242-0.2928-0.2787-0.2672,1.55
1838,"car, paperwork, delivery date, delivery, insurance",0.2601-0.2551-0.2503-0.2002-0.171,1.14
1839,"plates, title, car, get, months",0.4736-0.2359-0.2174-0.1614-0.1171,1.21
1840,"car delivery date, delivery date, car delivery, date, delivery",0.6207-0.5329-0.4052-0.3457-0.3206,2.23
1841,"plate transfer, transfer, special plates, plates, plate",0.5311-0.3918-0.3372-0.3336-0.2994,1.89
1842,"horrible company, financing company, third party financing company, customers, customer satisfaction",0.5724-0.5164-0.5114-0.4387-0.4216,2.46
1843,"auto pay feature, registration process, auto pay, registration, experience buying",0.4362-0.4309-0.4128-0.3961-0.3384,2.01
1844,"terrible customer service, customer service, customer, refund, inspection",0.5704-0.482-0.3774-0.3275-0.3006,2.06
1845,"vehicle arrived, rep * * * * * * *, carvana reps, rep * * * * * *, vehicle carvana",0.4337-0.4164-0.4157-0.4152-0.396,2.08
1846,"carvana, carvana experience, car issues, fact carvana, deadlines",0.3802-0.3673-0.3489-0.3292-0.3182,1.74
1847,"purchase vehicle, registration, ubers, car company, temporary plates",0.4024-0.335-0.3329-0.3007-0.2878,1.66
1848,"refinance, refinancing, registration paperwork, carvana, paperwork",0.4774-0.4724-0.4067-0.4042-0.3755,2.14
1849,"purchase vehicle, reschedule, rescheduled, rescheduling, worst car buying experience",0.4247-0.4068-0.3961-0.3957-0.3918,2.02
1850,"temp tags, legal registration, different states, temp, states",0.4537-0.4515-0.3569-0.3193-0.3134,1.89
